texte_id,desaccord_total
240,51.184
241,0.0
242,6.556
243,23.354
244,53.832
245,24.099
246,0.0
247,18.562
248,19.62
249,0.0
250,0.0
251,15.54
252,66.6
253,37.937
254,13.375
255,0.0
256,15.767
257,26.776
258,5.25
259,16.542
260,0.0
261,12.061
262,4.489
263,9.462
264,43.896
265,17.187
266,16.538
267,9.375
268,9.167
269,174.835
270,14.143
271,6.0
272,15.815
273,0.0
274,29.948
275,77.234
276,0.0
277,36.13
278,32.825
279,0.0
280,4.4
281,31.744
282,9.413
283,22.02
284,20.466
285,3.85
286,50.819
287,12.583
288,2.05
289,0.938
290,6.0
291,0.0
292,183.714
293,20.02
294,84.645
295,41.815
296,0.0
297,45.141
298,13.954
299,75.536
300,16.736
301,13.718
302,0.0
303,25.013
304,67.536
305,0.0
306,11.25
307,21.812
308,19.188
309,13.421
310,12.0
311,9.25
312,84.927
313,2.0
314,6.958
315,18.098
316,0.0
317,41.665
318,0.0
319,27.357
320,0.0
321,19.432
322,37.485
323,11.911
324,0.0
325,0.0
326,6.51
327,33.373
328,77.141
329,0.0
330,0.0
331,0.0
332,0.0
333,32.719
334,66.0
335,10.831
336,15.809
337,18.047
338,0.0
339,0.0
340,4.0
341,9.053
342,106.953
343,0.0
344,4.838
345,63.858
346,9.514
347,45.904
348,163.887
349,5.25
350,189.084
351,19.226
352,1.2
353,12.0
354,89.574
355,125.36
356,42.831
357,11.812
358,46.773
359,34.964
360,5.833
361,55.797
362,109.308
363,78.667
364,33.84
365,4.0
366,70.194
367,6.185
368,6.498
369,11.413
370,35.901
371,5.209
372,8.197
373,0.354
374,11.25
375,41.174
376,18.047
377,10.25
378,26.539
379,0.938
380,5.745
381,0.0
382,23.174
383,85.624
384,26.083
385,7.667
386,17.022
387,19.959
388,4.151
389,6.0
390,29.321
391,2.265
392,0.0
393,8.734
394,14.25
395,78.582
396,18.0
397,1.373
398,83.167
399,7.312
400,0.0
401,0.0
402,15.196
403,20.287
404,8.797
405,12.359
406,30.513
407,36.793
408,43.781
409,48.57
410,18.926
411,45.601
412,37.466
413,69.752
414,18.259
415,22.431
416,35.439
417,12.599
418,31.93
419,0.0
420,0.0
421,29.815
422,0.938
423,58.283
424,1.75
425,32.784
426,76.77
427,234.27
428,39.918
429,6.972
430,13.418
431,5.463
432,186.856
433,20.76
434,24.066
435,10.667
436,12.438
437,0.0
438,22.837
439,19.014
440,13.0
441,4.667
442,16.358
443,23.373
444,17.76
445,0.0
446,49.406
447,6.215
448,1.32
449,40.119
450,64.531
451,40.425
452,12.96
453,6.0
454,35.2
455,24.417
456,256.349
457,0.0
458,20.758
459,20.737
460,3.43
461,12.333
462,83.964
463,120.313
464,0.0
465,0.0
466,17.237
467,0.0
468,18.262
469,1.041
470,44.018
471,36.241
472,28.89
473,56.49
474,19.365
475,17.75
476,12.063
477,4.479
478,6.082
479,7.5
480,0.938
481,11.25
482,12.333
483,0.0
484,27.835
485,35.859
486,20.917
487,28.758
488,2.52
489,19.24
490,13.064
491,9.93
492,102.104
493,18.551
494,8.561
495,19.475
496,18.054
497,18.191
498,15.299
499,35.819
500,11.092
501,16.952
502,16.418
503,17.445
504,1.676
505,1.6
506,19.64
507,2.0
508,12.724
509,38.437
510,14.854
511,0.0
512,0.0
513,51.08
514,7.424
515,1.75
516,19.341
517,4.036
518,12.14
519,0.0
520,12.016
521,15.667
522,7.483
523,11.527
524,8.821
525,0.0
526,85.288
527,10.68
528,5.819
529,36.172
530,21.5
531,19.807
532,15.917
533,26.9
534,8.72
535,15.157
536,27.874
537,51.776
538,14.626
539,40.19
540,64.772
541,0.0
542,39.585
543,5.613
544,4.0
545,0.891
546,379.013
547,8.062
548,5.861
549,17.276
550,10.541
551,2.655
552,34.665
553,0.956
554,24.25
555,31.633
556,2.0
557,36.311
558,33.426
559,13.916
560,25.159
561,19.338
562,1.259
563,6.0
564,30.661
565,0.0
566,55.08
567,177.257
568,13.095
569,7.312
570,24.235
571,32.439
572,7.813
573,20.816
574,11.219
575,19.14
576,49.685
577,18.88
578,4.251
579,26.463
580,74.27
581,165.935
582,9.695
583,8.375
584,95.322
585,15.723
586,0.0
587,7.66
588,35.056
589,13.667
590,338.124
591,16.0
592,15.53
593,29.021
594,0.0
595,14.486
596,12.319
597,7.477
598,24.5
599,15.417
600,49.448
601,4.898
602,67.168
603,12.742
604,22.948
605,68.367
606,7.5
607,12.512
608,69.704
609,19.491
610,18.427
611,276.075
612,12.698
613,20.737
614,0.84
615,2.0
616,146.105
617,53.649
618,14.0
619,9.306
620,5.078
621,27.197
622,7.865
623,5.53
624,48.505
625,40.584
626,19.151
627,18.435
628,15.987
629,49.507
630,94.015
631,5.934
632,7.0
633,9.033
634,10.583
635,0.0
636,2.0
637,212.172
638,18.311
639,147.306
640,28.547
641,30.459
642,34.356
643,35.84
644,26.611
645,34.976
646,14.639
647,4.482
648,28.286
649,45.988
650,70.814
651,27.0
652,42.534
653,38.91
654,15.75
655,24.45
656,0.84
657,26.132
658,17.953
659,11.826
660,30.75
661,12.167
662,9.75
663,13.71
664,3.75
665,13.952
666,19.562
667,62.341
668,16.542
669,16.318
670,5.756
671,22.083
672,32.448
673,22.674
674,6.25
675,16.0
676,113.998
677,79.769
678,40.473
679,9.91
680,156.073
681,94.643
682,332.842
683,2.271
684,0.0
685,29.017
686,145.151
687,192.865
688,0.0
689,23.008
690,96.0
691,35.521
692,17.571
693,59.25
694,5.602
695,8.991
696,4.934
697,5.82
698,81.704
699,38.709
700,102.812
701,8.199
702,20.17
703,14.938
704,57.775
705,137.125
706,21.205
707,0.347
708,112.252
709,10.684
710,31.212
711,12.833
712,11.837
713,38.113
714,26.075
715,48.916
716,25.031
717,14.3
718,29.88
719,56.405
720,5.813
721,86.583
722,18.034
723,11.25
724,42.509
725,2.056
726,7.125
727,8.25
728,18.912
729,25.344
730,13.311
731,38.976
732,29.965
733,6.0
734,6.0
735,22.552
736,40.765
737,126.938
738,0.938
739,8.757
740,17.288
741,0.0
742,26.0
743,63.944
744,11.703
745,13.0
746,28.246
747,96.85
748,29.194
749,6.062
750,8.0
751,87.006
752,88.685
753,38.5
754,25.657
755,19.977
756,0.33
757,35.439
758,56.203
759,32.486
760,6.0
761,17.724
762,13.935
763,86.312
764,45.196
765,14.69
766,202.246
767,52.712
768,10.186
769,14.791
770,8.473
771,13.942
772,0.0
773,2.021
774,0.0
775,1.181
776,4.926
777,0.0
778,1.083
779,0.6
780,12.667
781,0.0
782,0.0
783,17.353
784,10.583
785,5.062
786,5.25
787,8.25
788,0.0
789,2.375
790,8.062
791,2.519
792,0.0
793,6.155
794,7.2
795,5.587
796,7.556
797,14.25
798,36.395
799,9.417
800,9.964
801,5.516
802,10.171
803,0.0
804,5.25
805,16.56
806,22.509
807,9.941
808,0.0
809,11.16
810,3.304
811,20.247
812,0.0
813,10.417
814,0.0
815,21.575
816,12.843
817,14.017
818,0.84
819,1.531
820,16.125
821,8.979
822,14.609
823,10.222
824,4.0
825,4.667
826,5.885
827,33.481
828,5.752
829,16.024
830,10.5
831,12.322
832,92.107
833,25.891
834,32.595
835,12.739
836,17.125
837,12.25
838,13.722
839,0.0
840,10.417
841,37.506
842,13.1
843,105.664
844,48.753
845,20.898
846,14.163
847,5.25
848,2.311
849,6.533
850,4.0
851,20.49
852,0.594
853,25.618
854,0.0
855,18.176
856,6.0
857,6.496
858,27.333
859,14.475
860,0.0
861,24.555
862,10.924
863,9.302
864,7.637
865,88.503
866,0.0
867,41.036
868,65.831
869,7.224
870,15.711
871,11.4
872,11.14
873,13.983
874,5.688
875,10.833
876,10.704
877,18.0
878,141.49
879,67.265
880,114.652
881,14.969
882,27.028
883,23.709
884,23.021
885,43.54
886,21.104
887,201.212
888,23.328
889,32.0
890,8.735
891,15.493
892,6.893
893,6.0
894,23.1
895,0.0
896,12.0
897,7.065
898,8.28
899,8.747
900,10.169
901,1.002
902,0.0
903,0.0
904,0.911
905,0.0
906,35.981
907,0.0
908,17.806
909,43.693
910,17.055
911,20.391
912,0.0
913,0.0
914,30.31
915,15.139
916,19.969
917,19.312
918,3.5
919,6.0
920,2.111
921,21.659
922,27.926
923,34.097
924,0.0
925,46.25
926,44.848
927,58.423
928,51.676
929,29.949
930,6.938
931,7.25
932,9.5
933,16.917
934,27.765
935,6.625
936,9.153
937,6.16
938,11.371
939,10.013
940,27.712
941,24.301
942,0.0
943,10.33
944,3.38
945,15.667
946,19.326
947,21.906
948,9.582
949,19.407
950,39.667
951,28.528
952,10.289
953,17.683
954,0.0
955,41.881
956,16.167
957,3.2
958,10.235
959,7.245
960,13.601
961,49.136
962,14.878
963,5.301
964,28.135
965,12.333
966,1.75
967,30.774
968,10.504
969,34.134
970,14.665
971,7.114
972,57.399
973,5.962
974,5.25
975,14.07
976,10.14
977,3.186
978,12.167
979,77.414
980,48.258
981,0.0
982,20.559
983,29.366
984,17.667
985,9.88
986,138.798
987,40.42
988,25.429
989,21.026
990,175.058
991,49.86
992,149.985
993,9.385
994,6.5
995,0.0
996,14.194
997,4.659
998,53.509
999,11.972
1000,10.98
1001,10.674
1002,0.0
